,overlapping.F1.mean,overlapping.F1.sd,overlapping.F1v.mean,overlapping.F1v.sd,overlapping.F2.mean,overlapping.F2.sd,overlapping.F3.mean,overlapping.F3.sd,overlapping.F4.mean,overlapping.F4.sd,neighborhood.N1,neighborhood.N2.mean,neighborhood.N2.sd,neighborhood.N3.mean,neighborhood.N3.sd,neighborhood.N4.mean,neighborhood.N4.sd,neighborhood.T1.mean,neighborhood.T1.sd,neighborhood.LSC,linearity.L1.mean,linearity.L1.sd,linearity.L2.mean,linearity.L2.sd,linearity.L3.mean,linearity.L3.sd,dimensionality.T2,dimensionality.T3,dimensionality.T4,balance.C1,balance.C2,network.Density,network.ClsCoef,network.Hubs.mean,network.Hubs.sd
page-blocks-1-3_vs_4,0.8819127265924719,0.138416241548193,0.05188117188094898,,4.757376786989897e-06,,0.17372881355932202,,0.059322033898305086,,0.01694915254237288,0.09916120804161903,0.097812510663888,0.00211864406779661,0.046028730894916166,0.0211864406779661,0.14415826106016372,0.049999999999999996,0.13822538578836469,0.7348014220051708,0.02666772854489463,,0.029661016949152574,,0.01906779661016944,,0.0211864406779661,0.00423728813559322,0.2,0.3247477475036633,0.874373484236055,0.8198387851308071,0.33662233415877896,0.9162899729096451,0.13985687881990289
ecoli-0-1-3-7_vs_2-6,0.9258789393818613,0.15962725292632773,0.022466948220659567,,0.0,,0.20640569395017794,,0.0071174377224199285,,0.03914590747330961,0.20733001245892121,0.11650922804660373,0.02491103202846975,0.15613207293598666,0.014234875444839857,0.11866911528370208,0.07142857142857142,0.18523472492180057,0.6205341877635795,0.00855066331883747,,0.007117437722419906,,0.007117437722419906,,0.02491103202846975,0.017793594306049824,0.7142857142857143,0.16819046546794553,0.9489384359400999,0.8005592272496187,0.46457743949225994,0.7210154903808255,0.09365656933899964
yeast-0-5-6-7-9_vs_4,0.9710409319765819,0.06113092155718073,0.22001607662661818,,0.0,,0.9223484848484849,,0.7140151515151515,,0.14583333333333334,0.33440230827035894,0.12261704500158158,0.08901515151515152,0.28503566100269057,0.04924242424242424,0.21657895988023074,0.007575757575757576,0.030828879232877176,0.9115480084940313,0.0652952971829146,,0.08333333333333337,,0.09848484848484851,,0.015151515151515152,0.013257575757575758,0.875,0.45809492436759114,0.7885803676183027,0.8273747915588523,0.4494088474910337,0.6496527277591768,0.15798516487189732
yeast-1-4-5-8_vs_7,0.9946390964261934,0.004830457470360185,0.5366278660758347,,0.0,,0.8282828282828283,,0.5916305916305916,,0.10966810966810966,0.3478044628987063,0.10699781017901408,0.06349206349206349,0.2440220223832658,0.020202020202020204,0.14079240917557317,0.0070921985815602835,0.021395169905626628,0.9589421321023053,0.04149256496631437,,0.04329004329004327,,0.025974025974025983,,0.011544011544011544,0.010101010101010102,0.875,0.25717870992523495,0.9096871743527921,0.8105956342950562,0.5072405366554129,0.6131282750471547,0.13910808175812386
yeast5,0.958106113363833,0.06013544068673996,0.10522241615724709,,0.0,,0.11725067385444743,,0.05121293800539083,,0.03032345013477089,0.17467018129312298,0.10899462264188563,0.016172506738544475,0.12618116207671798,0.009433962264150943,0.09670193385342667,0.012987012987012988,0.1014004318119194,0.43824469089878737,0.014910533405866455,,0.02358490566037741,,0.018867924528301883,,0.005390835579514825,0.0047169811320754715,0.875,0.19263154243295103,0.9389458915672867,0.7963241989629094,0.5197521141007451,0.6651901150096028,0.1051244644763862
glass4,0.9513491328731463,0.05462707151700056,0.09877088873378029,,0.003687155281388181,,0.2850467289719626,,0.028037383177570093,,0.08411214953271028,0.17722012782253407,0.12659991446988184,0.037383177570093455,0.19014368892677436,0.014018691588785047,0.11784337351691905,0.04,0.13716949920204616,0.5408987684513931,0.038087785209562464,,0.051401869158878455,,0.04672897196261683,,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.33040574218246066,0.8711856051269411,0.8008424378043965,0.4554190758282627,0.8286811196101406,0.20033500733749157
glass-0-1-6_vs_2,0.9919357176773896,0.009120971885083132,0.3806951806198368,,2.375155674384908e-06,,0.5833333333333333,,0.18229166666666666,,0.1875,0.3375802657444645,0.14925279282095,0.109375,0.31292510352934,0.052083333333333336,0.22277599702763748,0.017857142857142856,0.03639546992250864,0.9271647135416666,0.0813401826182707,,0.08854166666666663,,0.078125,,0.046875,0.020833333333333332,0.4444444444444444,0.4315832670132743,0.807530568674387,0.824934554973822,0.4601545055565537,0.8611864349327782,0.16290393214921303
glass-0-1-2-3_vs_4-5-6,0.8396689096744676,0.20359458124484742,0.06499084620144208,,0.007184653323780449,,0.383177570093458,,0.0,,0.09813084112149532,0.22351586519085023,0.1334983244989337,0.04672897196261682,0.21155261368879985,0.028037383177570093,0.16546669949837445,0.03125,0.0996051693659778,0.7092759192942615,0.03480554391621404,,0.05607476635514019,,0.032710280373831724,,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.7922315584562315,0.43003085361672955,0.8120749418630161,0.42788182944269304,0.8719233744670927,0.25227949031486047
ecoli3,0.9276672713806108,0.07951841160614544,0.1569880619083603,,0.0,,0.46130952380952384,,0.23809523809523808,,0.13988095238095238,0.25531179322429814,0.15537739988051139,0.09821428571428571,0.2980480206296954,0.041666666666666664,0.20012433945870026,0.01639344262295082,0.07668263766983353,0.72703195861678,0.04717143697510473,,0.06845238095238093,,0.038690476190476164,,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.48206614808309317,0.7705442902881536,0.8311300639658848,0.38722723365473244,0.8857778672699864,0.1565043744228652
glass1,0.9821128985083241,0.024309713230339,0.5907449331913716,,0.008188072304346187,,0.897196261682243,,0.6542056074766355,,0.3177570093457944,0.35348800818357917,0.15365189281125088,0.17289719626168223,0.379045030203114,0.08878504672897196,0.285100131591632,0.009900990099009901,0.017944011982764303,0.9571359944099922,0.2020531921401585,,0.3457943925233645,,0.3130841121495327,,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.9385750889380636,0.1548751007252216,0.8632354876925102,0.3708173780548928,0.8498539820222833,0.24624600578449615
ecoli1,0.8812772040289159,0.18899495618683726,0.24980507442744077,0.27978425050830347,0.0,0.0,0.29999984685392983,0.3004531424269839,0.1803856352049123,0.270136925885161,0.2113095238095238,0.34353166236136,0.13550323189527058,0.13690476190476192,0.344259451587182,0.10416666666666667,0.3059322267483177,0.009615384615384616,0.02694490493257316,0.9264898667800454,0.035537437807024196,0.02067664708613369,0.05574545668253835,0.043830562989881965,0.029880760469783236,0.02515811810854834,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.5458968795808069,0.5661597223433386,0.8444207533759772,0.3624002188938722,0.8965113191634749,0.16016037001552422
vehicle1,0.9192443796299102,0.05637394601784246,0.19733459999611258,0.195857927133492,0.05650712988775966,0.09727796872520902,0.9467691650842514,0.0021904763493392904,0.619915164357547,0.11442612109440903,0.42671394799054374,0.43398903444036674,0.10973452396337437,0.2978723404255319,0.4575936160083064,0.19030732860520094,0.3927757691681556,0.0017513134851138354,0.0030778118197152906,0.9888712841406367,0.06087834497414476,0.06758634490090629,0.13161298075011194,0.14852204659399243,0.10564058615645185,0.14890560408821935,0.02127659574468085,0.001182033096926714,0.05555555555555555,0.9507463868971654,0.09168247150859732,0.9078265978429645,0.3549166785743971,0.8600943005293762,0.18213646651444118
wisconsin,0.46844871922956294,0.15517930761422552,0.040686917008972506,,0.2168594444162193,,0.8784773060029283,,0.7569546120058566,,0.06149341142020498,0.1687729739385758,0.17634242984112386,0.029282576866764276,0.16872103189035942,0.016105417276720352,0.12597328075143038,0.012658227848101266,0.06978687478739702,0.6517109728203666,0.022169088812333038,,0.027818448023426035,,0.01171303074670571,,0.013177159590043924,0.010248901903367497,0.7777777777777778,0.9340026588217948,0.16528551819615578,0.8153050840908017,0.4474337152559761,0.7809207545211251,0.3206906548457803
vehicle3,0.9192443796299102,0.05637394601784246,0.19733459999611258,0.195857927133492,0.05650712988775966,0.09727796872520902,0.9467691650842514,0.0021904763493392904,0.619915164357547,0.11442612109440903,0.42671394799054374,0.43398903444036674,0.10973452396337437,0.2978723404255319,0.4575936160083064,0.17966903073286053,0.3841386388792543,0.0017513134851138354,0.0030778118197152906,0.9888712841406367,0.06087834497414476,0.06758634490090629,0.13161298075011194,0.14852204659399243,0.09874012304890016,0.12859523575529186,0.02127659574468085,0.001182033096926714,0.05555555555555555,0.9507463868971654,0.09168247150859732,0.9078265978429645,0.3549166785743971,0.8600943005293762,0.18213646651444118
iris0,0.37288667622793903,0.23301686754479184,0.022438110152254845,,0.0,,0.0,,0.0,,0.013333333333333334,0.07402720929015759,0.04185862669106928,0.0,0.0,0.0,0.0,0.33666666666666667,0.4666904755831213,0.48177777777777775,0.0,,0.0,,0.0,,0.02666666666666667,0.013333333333333334,0.5,0.9182958340544894,0.19999999999999996,0.8160178970917226,0.3152797450424929,0.7995401993441348,0.2679971200088845
vehicle2,0.8788476425659999,0.07956418287786571,0.05923503790805223,0.014842166457120396,3.082314116542467e-05,4.3536395540403705e-05,0.6468639671709382,0.1801256254743226,0.11095056486068516,0.1263392119025446,0.13356973995271867,0.3636375664962032,0.08899509727934096,0.061465721040189124,0.24032468792925968,0.07801418439716312,0.2683525540957064,0.002325581395348837,0.005612403683885453,0.9701892929597773,0.0064688521339530585,0.0038870933782109516,0.015183844359357454,0.0060400817864933445,0.005539412718287469,0.0014499786365085668,0.02127659574468085,0.001182033096926714,0.05555555555555555,0.9405320555775728,0.11050132863083428,0.8972008896722481,0.27884225936747253,0.8138971295977458,0.2982437363992011
pima,0.941686619121275,0.07013607469522974,0.3435590782814175,,0.2515956493264203,,0.9934895833333334,,0.9778645833333334,,0.4361979166666667,0.4541916059369013,0.09824326888359237,0.3020833333333333,0.4594604094843525,0.11848958333333333,0.32339755972860723,0.0018939393939393938,0.0032950689883605054,0.9893815782335069,0.14738359149421065,,0.2265625,,0.16015625,,0.010416666666666666,0.0026041666666666665,0.25,0.9331343166407832,0.16724669384508295,0.8690311277705345,0.4762263891766024,0.6799208718871429,0.2768371128485978
yeast3,0.955531406887008,0.10497288750552487,0.1345854313139357,,0.0,,0.4588948787061995,,0.3450134770889488,,0.09973045822102426,0.30914764147038637,0.12414464183231817,0.06199460916442048,0.24122704972521714,0.022911051212938006,0.1496704049363014,0.003389830508474576,0.013531570516152131,0.9578931786313671,0.04379900620081667,,0.05188679245283023,,0.04312668463611857,,0.005390835579514825,0.0047169811320754715,0.875,0.49942795375239024,0.7569182833693646,0.8158228112680459,0.4966700814410392,0.736479421506903,0.12925415708129878
page-blocks0,0.956540868577677,0.05997264887455988,0.19926149271399185,,3.9920101462442374e-05,,0.9901315789473685,,0.9766081871345029,,0.06396198830409357,0.16668464093602317,0.13437487771941495,0.03271198830409357,0.17789799800945413,0.043859649122807015,0.20480147812336363,0.0022282209634699604,0.01837795228528796,0.9306222494207619,0.046530475827197715,,0.046052631578947345,,0.042580409356725135,,0.001827485380116959,0.0003654970760233918,0.2,0.4757942880021085,0.7753487620679712,0.8230106296784427,0.4034065540450822,0.8879137768885557,0.17344005461999165
glass6,0.8394017266178327,0.1807960362383513,0.04536738334151527,,0.01394712569285524,,0.383177570093458,,0.0,,0.07476635514018691,0.2118418957611411,0.1168106665405163,0.028037383177570093,0.16546669949837445,0.018691588785046728,0.13575097410763884,0.043478260869565216,0.11595630311931454,0.6912175735872128,0.028103511605858,,0.032710280373831724,,0.01869158878504673,,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.5723687665216266,0.6940055894598757,0.804615857136589,0.46037346225741105,0.818978395283131,0.21756384972838844
ecoli2,0.9163807606964584,0.11867144459016044,0.2554896936080159,0.22952134624295062,0.00014668279930933376,0.00025406206100019507,0.3952641552123989,0.3466832147909053,0.1538124328299112,0.22792099948870612,0.125,0.3178520020256892,0.12344338524019517,0.08333333333333333,0.27679760732868625,0.06845238095238096,0.25289721372670765,0.014925373134328358,0.03980351960241308,0.9139650651927438,0.043963590311531076,0.026220273997205785,0.05661680928947177,0.03739527627922949,0.022695409404216476,0.011799080621209134,0.020833333333333332,0.01488095238095238,0.7142857142857143,0.44915540636739915,0.7112689857912788,0.8376687988628287,0.3623129010243903,0.8085789785443657,0.21991037585221937
haberman,0.9710414601069647,0.04619647426023505,0.6654076870041241,,0.7177068214804064,,0.9705882352941176,,0.9673202614379085,,0.5098039215686274,0.39866398845524326,0.2608820867381235,0.3366013071895425,0.473321245222115,0.20915032679738563,0.4073681183955597,0.0063009953436712375,0.009387323013793006,0.9858281003033021,0.1723929674639354,,0.2679738562091504,,0.24836601307189543,,0.00980392156862745,0.00980392156862745,1.0,0.833764907210665,0.3626062322946175,0.8819672131147541,0.4093251611329669,0.8221696808666177,0.16004470862636952
segment0,0.9623931061215842,0.05174667198590661,0.07587858589833721,,8.540589644519507e-14,,0.26559792027729634,,0.0,,0.006932409012131715,0.11036116635194952,0.10024370481753993,0.0017331022530329288,0.04160346793226826,0.012998266897746967,0.11329109846862179,0.01282051282051282,0.045873214183309016,0.8688768851617011,0.0015985582759286965,,0.0017331022530329143,,0.0008665511265164572,,0.008232235701906412,0.0017331022530329288,0.21052631578947367,0.5908722132313053,0.6764509593552981,0.8532888000426702,0.24759834796284563,0.85033794421381,0.18394478169869063
yeast1,0.9639390002530799,0.03688357897999807,0.4416617694255394,,0.0,,0.9642857142857143,,0.9144204851752021,,0.42587601078167114,0.41475002785038245,0.1468113794595688,0.28369272237196763,0.4509414471153671,0.16981132075471697,0.37559352640869026,0.0010869565217391304,0.002538932080054999,0.9936674028814089,0.15662645398799724,,0.24865229110512133,,0.2493261455525606,,0.005390835579514825,0.0047169811320754715,0.875,0.8675344733326951,0.30212494969415593,0.8655789877370305,0.4855656072069535,0.8668151085527787,0.14535860268564252
vehicle0,0.9158691189710682,0.08659783783387175,0.08189017978754112,,0.00010256459730389168,,0.5425531914893618,,0.2553191489361702,,0.08274231678486997,0.3025785732546161,0.11653635861338751,0.0425531914893617,0.2019669113047771,0.03546099290780142,0.18505131293096655,0.0036101083032490976,0.019029167036591757,0.894298855970804,0.010607000903175123,,0.027186761229314405,,0.005910165484633523,,0.02127659574468085,0.001182033096926714,0.05555555555555555,0.7870083329339703,0.43801750289168717,0.8604249723725992,0.33089801064506863,0.8083049202152098,0.27544982354313985
newthyroid2,0.7326435186399509,0.24310093750287126,0.07084011989082403,,1.1174184716701013e-05,,0.19069767441860463,,0.018604651162790697,,0.05116279069767442,0.19446521102195302,0.08745703196859031,0.013953488372093023,0.1175716034538484,0.0,0.0,0.1,0.2522252387439281,0.5447917793401839,0.0018338699136124514,,0.009302325581395321,,0.0,,0.023255813953488372,0.013953488372093023,0.6,0.6409441847875287,0.625278810408922,0.8087372310367311,0.42341068329369413,0.8756791411699002,0.2069861554854958
glass0,0.9530977916584851,0.06952726090111076,0.3781234400336299,,6.27877712131448e-05,,0.7102803738317758,,0.5327102803738317,,0.3317757009345794,0.3522794964976624,0.15623352364798032,0.18691588785046728,0.39075804796172864,0.13551401869158877,0.3430742912054497,0.010416666666666666,0.023686702590019645,0.9442527731679623,0.12355002061350306,,0.22429906542056077,,0.16355140186915884,,0.04205607476635514,0.02336448598130841,0.5555555555555556,0.9119388957757234,0.2136058667498829,0.8577069896011583,0.388661606989237,0.8386986753817482,0.22005756810012153
new-thyroid1,0.7326435186399509,0.24310093750287126,0.07084011989082403,,1.1174184716701013e-05,,0.19069767441860463,,0.018604651162790697,,0.05116279069767442,0.19446521102195302,0.08745703196859031,0.013953488372093023,0.1175716034538484,0.004651162790697674,0.06819943394704735,0.1,0.2522252387439281,0.5447917793401839,0.0018357292498476507,,0.009302325581395321,,0.0,,0.023255813953488372,0.013953488372093023,0.6,0.6409441847875287,0.625278810408922,0.8087372310367311,0.42341068329369413,0.8756791411699003,0.2069861554854958
ecoli-0_vs_1,0.6844549841656483,0.324503928789207,0.1470550076993961,0.17154814544410754,0.0007712372849585846,0.0013358221622397448,0.1438926300037411,0.12429825066955702,0.03105844772511439,0.046009572354893856,0.1,0.29506276055245184,0.12001535682776093,0.06818181818181818,0.25263246651654186,0.013636363636363636,0.11624040018478217,0.02857142857142857,0.07512403799582099,0.8457851239669422,0.023782337958596227,0.013129092945337515,0.03195775417997641,0.015813417795011813,0.024209329764885323,0.02192852218762394,0.031818181818181815,0.01818181818181818,0.5714285714285714,0.6648386838170693,0.34008773762272826,0.8198837691988377,0.41919971309649307,0.83803086286347,0.2420617448723862
